student_id,age,gender,country,device_type,internet_speed_mbps,study_hours_weekly,login_frequency_weekly,avg_session_duration_min,video_watch_time_min,assignments_submitted,forum_posts,quiz_attempts,avg_quiz_score,attendance_rate,engagement_score,final_grade,dropout
7018,38,Male,India,Laptop,50.39,5.81,6,36.148400941445296,580.442030289623,3,0,7,92.16,0.92,6.645210151448115,52.49138774249268,0
7019,47,Female,UK,Laptop,37.6,4.69,11,45.11985875248412,265.792129283574,0,6,4,36.87,0.73,3.5359606464178697,18.086195959558,0
7020,31,Male,Canada,Tablet,66.31,3.53,4,32.29543805338717,426.5092080383951,7,9,7,82.79,0.68,5.9915460401919765,44.4804822714086,0
7021,37,Male,Germany,Laptop,38.83,6.46,7,23.934310819886125,284.8718067796198,7,2,2,77.63,0.57,5.1623590338981,48.29872723023813,1
7022,45,Male,UK,Tablet,53.83,11.84,14,30.035767136920267,234.47848318682694,3,2,6,64.42,0.87,6.524392415934135,45.619655627782805,0
7023,24,Female,UK,Laptop,36.93,9.78,11,32.47051626485583,369.5810048039913,3,1,1,97.59,0.44,5.581905024019956,42.94153740349299,1
7024,38,Male,Australia,Tablet,56.97,9.32,10,61.10623155331018,395.71275957535397,4,6,1,57.56,0.83,5.77456379787677,30.94754035733158,0
7025,40,Male,Germany,Tablet,42.78,7.62,9,77.25578046923715,326.0946274370303,9,12,7,90.16,0.63,7.116473137185151,44.67612084140123,0
7026,29,Female,Canada,Laptop,34.09,16.09,5,19.434846424983625,254.8098146782237,2,13,4,67.58,0.75,7.301049073391119,36.89457279497785,0
7027,34,Male,Australia,Mobile,47.7,10.68,13,35.06128407867309,256.63556993567636,8,5,1,77.68,0.9,6.287177849678382,40.166807043159906,0
7028,34,Female,Germany,Tablet,57.55,6.08,2,39.91673333435311,149.31328834587384,5,3,3,94.9,0.75,4.170566441729369,42.84011438784629,0
7029,49,Female,Canada,Mobile,33.3,7.79,8,44.0020891137349,249.15052928147531,1,12,2,47.75,0.76,4.182752646407377,30.05693165289857,0
7030,27,Male,Canada,Mobile,35.74,4.43,14,23.199604080554774,308.3510518604573,0,12,1,91.48,0.94,3.0707552593022864,54.55129371451703,0
7031,47,Male,Australia,Laptop,57.71,7.23,7,61.16092613270213,299.30993715957953,2,0,7,100.61,0.71,5.465549685797898,44.58796668923694,0
7032,46,Female,Canada,Mobile,53.59,15.22,8,39.92336888567565,599.8363449866678,7,0,1,88.05,0.65,9.165181724933339,42.802438731848795,0
7033,36,Male,UK,Tablet,74.7,3.2,4,50.98982924319897,471.61073199074303,9,0,2,74.15,0.97,5.518053659953716,41.18157167666376,0
7034,31,Female,Canada,Laptop,22.83,8.63,8,67.54632159101848,232.24049268246517,4,13,7,52.58,0.62,5.950202463412326,28.72251031623947,0
7035,28,Male,Australia,Mobile,52.69,6.42,5,45.28082594725117,361.15832052505266,1,8,6,38.67,0.44,5.131791602625263,17.547134258562895,1
7036,19,Female,Germany,Mobile,70.45,17.85,11,63.09208909761928,162.88155667533238,0,0,6,60.96,0.84,7.369407783376662,35.12883319101946,0
7037,35,Male,UK,Laptop,68.82,11.78,7,40.4343069973613,338.65965924199736,9,9,2,87.62,0.46,7.427298296209987,51.31556521723902,1
7038,24,Male,Canada,Laptop,63.26,11.89,5,34.0112660217296,243.36969798161869,6,5,1,71.49,0.58,6.183848489908094,33.62596738360331,1
7039,29,Female,India,Laptop,45.54,20.18,1,57.52750527737947,271.50993578746653,5,7,1,47.82,0.45,8.611549678937331,23.891330283777236,1
7040,43,Male,India,Mobile,58.04,10.74,9,49.72623509332263,366.82598653996706,5,11,3,95.44,0.75,6.6561299326998355,51.6034837626185,0
7041,19,Male,Canada,Laptop,47.07,16.39,6,47.38756548442396,459.75285497999823,3,4,5,43.27,0.99,8.81576427489999,35.14790938446558,0
7042,44,Female,India,Laptop,20.64,12.31,14,24.299766511400783,158.38259325704774,6,1,5,58.41,0.51,6.684912966285239,26.627600592465043,1
7043,37,Female,USA,Laptop,40.05,6.31,7,44.7414792534546,260.92307885096824,4,0,2,85.94,0.67,4.397615394254841,49.51029802510315,0
7044,35,Female,Australia,Tablet,58.34,9.91,8,44.03886548378753,362.0800743070025,8,6,7,74.73,0.93,7.783400371535013,41.63359062487974,0
7045,23,Male,UK,Tablet,61.46,12.21,8,53.57150341733546,304.0176550164786,0,0,5,85.07,0.6,6.183088275082393,49.91741295299336,0
7046,41,Male,USA,Laptop,56.4,9.36,1,59.58037142626347,256.2829106431408,2,13,7,55.29,0.89,5.889414553215705,29.15575745101829,0
7047,27,Female,UK,Tablet,34.83,9.45,9,28.87197534890197,538.3505576829137,1,13,7,66.02,0.43,7.126752788414568,48.77346654500391,1
7048,49,Female,Germany,Mobile,52.17,16.38,3,31.14445831807165,283.5970048509906,2,6,4,70.44,0.93,7.531985024254953,34.50266832436554,0
7049,37,Male,India,Laptop,57.59,9.14,7,63.32679853417139,316.6225274040423,1,4,2,80.42,0.84,4.925112637020212,37.534489261178614,0
7050,32,Female,India,Mobile,28.15,10.81,9,45.902874792534696,252.1295229991427,8,0,6,44.8,0.41,7.303647614995714,26.21773089045697,1
7051,22,Female,Australia,Laptop,67.86,7.57,8,45.618572707238506,565.984755063633,3,4,5,72.35,0.6,6.700923775318165,34.823309948715014,0
7052,37,Female,India,Mobile,60.6,12.67,4,46.51645022751717,58.26229039096597,6,5,2,75.08,0.47,5.69231145195483,42.042731667784125,1
7053,20,Male,Canada,Tablet,49.19,8.57,7,63.379320086482835,209.52860841140722,1,8,2,40.49,0.86,4.218643042057037,22.62740394351567,0
7054,22,Male,UK,Laptop,45.65,15.92,3,33.406602446218734,428.70357803959337,5,5,4,93.07,0.67,8.719517890197967,44.48684369158034,0
7055,47,Female,Canada,Laptop,29.82,15.06,9,22.58017341151656,306.58685332966877,5,12,7,38.09,0.47,8.450934266648344,23.205768632186942,1
7056,42,Male,India,Tablet,58.36,13.46,2,44.42629770158639,166.9003689536948,3,0,7,72.75,0.75,6.872501844768475,46.175551057992976,0
7057,25,Male,Germany,Mobile,40.35,0.23,12,34.85463144914867,297.08422599333295,6,0,3,76.85,0.98,3.354421129966665,39.59575931420819,0
7058,25,Female,India,Laptop,44.69,7.13,3,36.934301021709494,291.4280483841738,6,7,3,76.85,0.89,5.396140241920868,50.75471823040638,0
7059,25,Male,Australia,Tablet,49.0,5.01,11,27.351918903299165,506.9223091433248,8,6,7,63.66,0.57,7.037611545716624,33.14265106062095,1
7060,29,Female,Canada,Tablet,2.25,9.21,14,49.41566574810419,68.91286954580488,2,4,1,67.09,0.76,3.7075643477290248,38.54070224281609,0
7061,41,Male,India,Tablet,58.21,8.57,3,14.33422491641766,176.50851849752348,4,8,2,72.39,0.51,4.653542592487618,38.61151756139913,1
7062,40,Female,USA,Tablet,79.65,6.98,3,30.7777143149913,330.19174293385606,2,2,1,75.03,0.84,4.34495871466928,27.269300587033477,0
7063,25,Female,USA,Mobile,58.86,19.44,4,51.800898652871126,114.0668164109268,0,13,4,73.64,0.77,7.202334082054634,37.70158612789475,0
7064,28,Female,Canada,Laptop,44.6,14.74,4,47.600119518950464,267.08812591006443,4,0,6,76.18,0.85,7.757440629550322,37.65369488432522,0
7065,31,Male,USA,Laptop,69.09,4.37,9,18.01661202265475,119.6649540540329,1,1,7,46.62,0.81,3.5093247702701644,22.65782494632545,0
7066,49,Female,UK,Tablet,34.7,13.36,7,72.87246307475391,43.217963455125584,5,0,2,52.12,0.73,5.624089817275628,22.2394909251151,0
7067,25,Male,Australia,Tablet,40.92,7.97,6,51.19183912596656,225.77798880533578,9,14,4,51.4,0.6,6.119889944026679,22.600352639290687,0
7068,46,Female,UK,Tablet,54.96,13.33,8,37.9859309010988,327.39634547548815,0,1,5,89.36,0.92,6.63598172737744,46.997515376249595,0
7069,47,Male,Australia,Laptop,13.46,1.99,13,57.89672241091576,200.11087253985397,6,10,5,68.2,0.87,3.79755436269927,27.08897798097846,0
7070,41,Female,Australia,Laptop,64.35,7.4,8,0.46141098281310633,294.8890985276636,6,0,4,55.66,0.69,5.694445492638319,35.956697628288204,0
7071,45,Female,Canada,Laptop,46.05,13.24,4,58.37695433348955,168.70093526202862,0,2,1,67.84,0.94,5.015504676310143,34.20740310474869,0
7072,27,Male,USA,Tablet,64.08,8.65,7,56.13058289612431,264.9728608167975,8,1,2,51.61,0.41,5.919864304083989,32.18571799188526,1
7073,24,Female,UK,Mobile,54.68,4.94,11,40.72083168003654,178.37179886146257,5,2,7,58.98,0.41,4.773858994307313,25.924416141453197,1
7074,45,Female,USA,Laptop,58.14,9.24,9,54.70730211563817,387.37465473542215,1,12,4,71.37,0.92,5.70887327367711,31.468817310792637,0
7075,34,Male,India,Mobile,69.0,5.2,6,32.631061633030065,386.19414077032843,2,0,3,58.71,0.58,4.490970703851642,25.261069409271954,1
7076,21,Male,Australia,Laptop,54.78,10.58,5,42.35731501014012,321.5160332492132,8,11,1,49.56,0.62,6.581580166246066,30.819396915279487,0
7077,46,Female,USA,Tablet,56.98,9.76,5,55.94660044912902,315.1200424257451,2,1,3,75.04,0.48,5.503600212128726,37.98613048847191,1
7078,30,Female,USA,Tablet,36.55,4.15,8,36.32159920295686,291.51168071140415,7,8,4,61.25,0.6,4.902558403557021,28.848202748041746,0
7079,49,Male,Canada,Laptop,57.4,19.82,1,45.92399970673327,251.76352439741538,1,12,2,72.78,0.68,7.804817621987077,45.445394703735786,0
7080,21,Female,India,Tablet,40.55,14.56,14,48.641206174060414,116.38620203658996,5,6,1,83.37,0.81,6.14993101018295,39.500749160510416,0
7081,22,Female,UK,Tablet,56.26,9.06,11,53.311524188928544,302.3888515930209,7,4,2,55.21,0.63,6.029944257965105,34.06506794758515,0
7082,43,Male,Australia,Laptop,40.05,11.46,9,34.70218598604338,339.21049385183807,0,6,7,74.51,0.76,6.534052469259191,42.659593650439774,0
7083,39,Female,Australia,Mobile,53.76,9.54,2,43.83556090428484,540.7817255696937,7,9,7,54.82,0.8,8.365908627848468,39.474701842485864,0
7084,21,Female,Australia,Mobile,45.04,7.15,8,40.84249985964383,85.243932150425,2,4,4,95.66,0.93,3.7712196607521253,51.82545587653717,0
7085,48,Male,UK,Tablet,46.66,6.85,10,42.05442478528837,424.629071165737,3,5,5,100.96,0.67,5.778145355828684,52.12184859972489,0
7086,35,Female,Australia,Tablet,32.26,14.13,6,37.391622801989634,426.40912187609496,0,9,5,68.75,0.9,7.371045609380475,44.59094955833074,0
7087,49,Female,USA,Mobile,56.01,12.73,7,53.18916024322525,311.6813652615371,4,13,6,66.37,0.4,7.377406826307685,39.24230458887185,1
7088,23,Female,Germany,Laptop,59.2,10.68,9,26.671779987065705,530.2592612764699,1,5,5,73.2,0.45,7.05529630638235,38.802294876838644,1
7089,48,Female,Germany,Laptop,55.92,9.1,10,20.556591984751677,370.68042333917225,8,10,3,59.65,0.95,6.783402116695861,31.19386783186839,0
7090,41,Female,Australia,Mobile,63.72,15.03,11,61.363553789089956,390.68402268138584,2,13,3,99.13,0.51,7.462420113406928,55.335422125368254,1
7091,48,Male,UK,Tablet,26.82,9.91,5,61.85879614947236,186.89504909380744,1,14,4,43.07,0.76,4.907475245469037,24.164690069789447,0
7092,41,Female,USA,Laptop,32.09,15.41,9,46.132307351780845,355.18961843105456,2,3,6,62.65,0.42,7.998948092155273,29.307189610835763,1
7093,40,Female,USA,Mobile,47.18,13.11,4,26.210416493358366,112.13928209230698,5,2,6,70.0,1.0,6.693696410461535,29.80348420009839,0
7094,39,Male,India,Mobile,33.04,14.47,7,17.100181013981096,277.985406586614,9,1,3,65.07,0.85,8.13092703293307,35.843847968681594,0
7095,19,Female,Canada,Tablet,53.2,11.72,1,45.8263691743135,475.6661288936149,2,10,4,85.7,0.53,7.094330644468075,47.01180459011462,1
7096,48,Female,Germany,Mobile,54.77,10.62,11,24.47421272054829,524.3125468741556,5,2,3,74.3,0.78,7.407562734370778,41.006724194723354,0
7097,40,Female,Australia,Mobile,33.05,16.73,10,34.92783654901158,310.316711703017,3,12,7,60.41,0.7,8.570583558515086,33.578133314677636,0
7098,28,Male,USA,Tablet,60.0,20.58,5,39.85276492517803,150.7441449296474,7,4,5,77.63,0.94,9.327720724648236,50.02470621120522,0
7099,45,Female,UK,Laptop,61.16,6.15,14,64.62053740772404,284.1129222384264,4,5,5,62.1,0.63,5.065564611192132,28.48077013382095,0
7100,31,Male,Germany,Mobile,47.57,7.64,7,43.860911023611095,208.8082656203238,3,6,1,93.02,0.53,4.136041328101618,44.85641727969889,1
7101,49,Male,Canada,Tablet,47.8,8.02,13,36.442867228561184,279.5764462303376,5,10,7,87.39,0.79,6.203882231151688,49.29621623191886,0
7102,47,Female,USA,Tablet,53.97,13.25,3,51.41777167666008,188.3056897722847,4,11,3,77.8,0.85,6.316528448861423,41.073581690745,0
7103,22,Male,Germany,Laptop,75.22,6.03,7,25.78820795398071,172.90118699305117,6,12,7,68.67,0.87,5.273505934965256,40.34980211439847,0
7104,49,Male,USA,Mobile,60.49,17.25,14,36.583556204013526,443.8568109075651,0,8,4,82.13,0.46,8.194284054537826,48.16322517643324,1
7105,23,Male,Australia,Mobile,48.82,12.52,9,46.705926667437524,261.14573572275344,4,11,7,49.33,0.6,7.261728678613767,22.05824352787917,0
7106,27,Male,Canada,Mobile,49.19,12.82,13,23.81367230154876,499.4690969865268,7,12,6,79.1,0.67,8.943345484932635,45.130037960417404,0
7107,25,Female,India,Mobile,54.11,7.59,9,40.392315881988445,254.6342398698035,1,2,1,69.43,0.85,3.9501711993490174,38.40646975750473,0
7108,49,Female,Germany,Mobile,48.45,11.43,13,47.20455315119402,123.77267217842456,5,11,2,50.7,0.62,5.447863360892123,28.901597697505693,0
7109,31,Female,Canada,Laptop,55.31,7.52,12,52.91280494647833,356.873479088382,0,1,2,87.6,0.7,4.4403673954419105,57.440104444545085,0
7110,41,Female,India,Mobile,62.33,15.75,12,42.60158205131419,343.71334089477534,2,2,3,81.85,0.74,7.443566704473877,44.70952682444884,0
7111,20,Male,India,Tablet,98.38,10.99,3,36.13320911435166,179.73613788673222,8,13,4,84.41,0.73,6.595680689433661,43.87273217455211,0
7112,29,Female,Canada,Mobile,41.47,14.04,13,44.49311717435568,205.6252939730312,5,14,4,73.82,0.62,7.040126469865156,38.74949213847923,0
7113,33,Female,UK,Laptop,50.17,8.58,1,26.85989360696286,62.22971474953522,1,7,4,64.14,0.51,3.885148573747676,43.15529122830526,1
7114,45,Male,Canada,Laptop,75.74,5.55,14,31.470482629547845,430.8280282848782,5,5,5,79.56,0.6,5.81914014142439,40.284112151403164,0
7115,47,Female,USA,Mobile,19.33,10.68,8,46.95844224636353,364.70023777734997,6,2,7,81.82,0.9,7.627501188886749,39.6378713287155,0
7116,40,Male,UK,Mobile,54.45,10.97,13,64.70721974372297,509.5530820637656,3,8,3,64.12,0.98,7.0387654103188275,34.5429320750629,0
7117,34,Female,India,Tablet,38.47,8.41,13,53.08174377008343,182.7018219740724,5,9,4,79.43,0.71,5.236509109870362,42.00705768779811,0
7118,18,Female,Germany,Tablet,67.44,10.04,2,57.89671702063677,223.81479187907306,9,0,7,63.28,0.78,7.331073959395365,37.93336227984123,0
7119,40,Female,India,Mobile,54.81,14.91,9,15.186843398904912,183.0137076386,1,8,7,100.91,0.91,6.988068538193001,55.41212755293125,0
7120,48,Male,Germany,Laptop,56.91,12.58,5,48.36515792461468,276.43040489648257,0,4,6,46.12,0.46,6.356152024482413,17.540113522227784,1
7121,48,Female,Germany,Tablet,89.82,4.79,6,50.44646128743044,200.81799987751504,1,13,4,82.73,0.54,3.441089999387575,42.485718717774446,1
7122,27,Female,Canada,Mobile,40.14,6.42,6,47.87762078916679,312.0534506253724,9,0,7,78.8,0.86,6.6862672531268625,40.77557746455764,0
7123,42,Male,Canada,Laptop,49.94,4.95,2,21.581837250490384,310.14596680542354,9,5,1,73.11,0.71,5.0357298340271175,38.6822914114109,0
7124,40,Female,India,Laptop,60.38,6.91,10,78.07264928240845,238.91441887058937,4,12,1,48.88,0.72,4.267572094352947,30.320941220730234,0
7125,27,Female,Canada,Tablet,40.39,9.91,7,51.21728772336612,354.3927069551067,9,10,4,81.17,0.46,7.344963534775533,46.02332389483653,1
7126,38,Male,India,Laptop,58.39,15.33,3,43.211757736481154,339.62427316251706,7,7,5,43.97,0.58,8.697121365812585,21.00652620995273,1
7127,41,Male,Canada,Mobile,39.29,8.58,12,42.615637825532104,223.22745196958783,1,11,3,74.65,0.79,4.490137259847939,25.323432549368768,0
7128,19,Female,Canada,Mobile,44.07,8.73,4,34.93195473554125,147.3274150196567,8,10,1,86.1,0.86,5.1556370750982845,40.93184548459506,0
7129,26,Male,Germany,Mobile,59.81,14.59,5,44.8618629262753,496.4284415333453,2,7,6,44.69,0.85,8.459142207666726,33.31655196787092,0
7130,39,Male,UK,Mobile,47.38,6.99,1,32.031165562203384,281.02842982373596,4,11,1,74.3,0.47,4.50214214911868,41.92900667224614,1
7131,30,Male,Canada,Laptop,51.27,7.03,9,0.6252288077506449,208.9988049466919,4,5,2,64.43,0.67,4.35399402473346,29.555010228407635,0
7132,42,Female,Australia,Laptop,68.1,14.83,11,31.995323798254994,338.03906274440095,4,5,6,55.09,0.7,8.139195313722006,29.456429113447488,0
7133,33,Female,Australia,Mobile,56.61,11.75,12,57.50838281619643,122.3374202880492,8,12,5,81.35,0.78,6.736687101440246,46.406967105220104,0
7134,35,Male,Australia,Laptop,53.47,11.69,8,33.401631645099926,176.21182083826997,5,11,3,25.86,0.82,5.9880591041913505,13.016770602519525,0
7135,36,Male,Canada,Mobile,60.37,8.14,2,22.756942025091902,265.0791944636172,9,8,3,55.12,0.66,6.1673959723180865,34.064897066756934,0
7136,29,Female,India,Mobile,53.21,7.75,9,38.020743952971365,128.14192715185305,0,3,3,41.94,0.6,3.5657096357592653,26.54072642495835,0
7137,25,Male,Germany,Tablet,6.64,7.55,14,43.29069226645218,363.30902307664894,9,7,2,80.95,0.73,6.281545115383245,40.819975184903605,0
7138,34,Male,Australia,Mobile,28.6,6.06,8,10.985034901195792,311.8515469632807,8,4,1,46.63,0.96,5.177257734816403,21.465249702713958,0
7139,32,Female,Germany,Laptop,55.05,8.9,1,31.508800080265672,168.795376976867,5,9,7,60.16,0.75,5.9139768848843355,22.786951715433048,0
7140,27,Female,UK,Laptop,55.59,11.85,4,54.48475908184115,255.74641071386134,0,12,4,57.47,0.55,5.6337320535693065,31.44684690357399,1
7141,32,Female,UK,Laptop,74.81,10.58,13,56.043023034765824,25.85292838346936,7,3,1,75.11,0.83,4.903264641917347,41.04087630497866,0
7142,32,Male,UK,Mobile,45.3,4.99,9,27.78719402237659,276.76890717139173,2,13,7,73.69,0.41,4.680844535856958,32.80894685956834,1
7143,48,Male,Canada,Tablet,18.86,12.34,6,45.444879547758894,267.4769102273468,1,9,1,35.52,0.81,5.439384551136734,19.509952650042848,0
7144,40,Male,India,Tablet,51.66,9.36,13,48.329215130214564,578.1953087476957,2,9,3,53.26,0.41,6.698976543738478,16.124950385782775,1
7145,24,Female,Australia,Mobile,76.4,9.07,2,48.92912917824332,370.27699594843716,9,10,3,80.4,0.48,6.972384979742186,45.63126139094386,1
7146,30,Male,USA,Tablet,39.8,5.87,5,31.260827608047496,209.74680642136013,2,2,6,81.94,0.5,4.409734032106801,40.31177365023981,1
7147,34,Female,Australia,Mobile,39.21,17.92,8,39.922347358733006,401.19168466583255,5,3,2,81.98,1.0,8.781958423329163,35.40076730972275,0
7148,49,Female,Australia,Mobile,42.41,8.81,12,38.79107624548777,295.55677771549404,8,2,7,77.28,0.68,7.120783888577471,46.16126750028264,0
7149,26,Male,India,Laptop,56.71,13.61,14,21.656973613150928,205.94715818616044,1,4,6,72.67,0.53,6.512735790930802,39.352890904524145,1
7150,25,Female,Germany,Laptop,45.6,10.83,9,21.762126025183708,341.0334715648577,1,11,7,96.43,0.49,6.554167357824289,37.929794038025406,1
7151,37,Male,UK,Tablet,26.51,-1.93,12,50.940363847630174,440.8880875578312,8,14,2,63.94,0.88,3.625440437789156,32.30481178825246,0
7152,43,Male,USA,Mobile,64.4,10.65,2,47.524360529877725,216.76244157996354,7,4,6,86.02,0.86,6.878812207899818,48.723984701381,0
7153,44,Female,Germany,Mobile,66.17,8.08,10,59.60996176280615,209.021472184647,1,3,2,64.95,0.68,4.069107360923235,36.60081846723526,0
7154,38,Male,UK,Tablet,55.16,8.01,10,14.940174919512572,150.09592004961948,4,4,6,90.91,0.98,5.153479600248097,44.95613951961836,0
7155,35,Female,Australia,Mobile,31.49,10.86,3,35.12749658407487,78.22069159825736,0,8,2,66.67,0.97,4.049103457991286,35.063495014075706,0
7156,30,Female,USA,Mobile,44.26,14.83,13,47.694185323668364,476.2129609574405,3,7,5,81.2,0.6,8.430064804787202,33.94194127136898,0
7157,33,Female,India,Mobile,62.74,9.9,5,41.7943265261768,356.27734853167493,3,8,4,56.88,0.93,6.151386742658375,27.984609356753307,0
7158,26,Male,Australia,Laptop,36.94,6.36,3,51.405841444911196,574.7028103010709,5,11,6,99.14,0.47,6.981514051505354,55.06488604691542,1
7159,48,Male,Germany,Mobile,38.51,3.18,6,36.35306567064866,492.2821882387329,5,14,2,80.49,0.93,4.815410941193665,46.345681673798914,0
7160,29,Male,Canada,Tablet,34.47,2.08,10,27.693410982723133,195.55360712207317,3,4,6,37.66,0.71,3.401768035610366,21.419031275466033,0
7161,29,Female,Australia,Mobile,52.91,12.51,12,59.68838118820756,358.26534971279216,0,14,4,69.55,0.59,6.344326748563961,32.05736852390172,1
7162,23,Female,USA,Mobile,61.1,14.42,9,48.980909082305274,363.2248823018528,0,4,7,87.18,0.46,7.542124411509264,43.851901313544396,1
7163,36,Male,USA,Tablet,52.92,7.19,2,34.45664126952949,377.7736737230928,1,7,5,57.5,0.46,5.245868368615464,42.4640734862245,1
7164,45,Female,Australia,Laptop,46.09,4.51,10,28.05353580615185,289.07404543808195,2,3,5,78.11,0.73,4.198370227190409,40.196847546047486,0
7165,24,Male,Australia,Tablet,48.22,8.25,9,55.387098897227645,333.2909136016878,8,12,1,75.08,1.0,5.94145456800844,39.377324098616945,0
7166,42,Male,India,Tablet,26.81,11.23,6,8.52414489302085,199.01890088263025,6,12,4,65.49,0.78,6.364094504413151,32.1000030804401,0
7167,20,Male,India,Mobile,69.08,8.97,13,36.03180451629447,80.95849922226748,5,10,4,97.78,0.74,4.895792496111338,53.66972272437704,0
7168,33,Male,Germany,Tablet,59.91,9.67,1,34.8620364943306,322.31885152241443,3,13,1,52.29,0.91,5.312594257612072,27.046403643982636,0
7169,35,Female,Canada,Laptop,45.21,11.22,13,28.76254027632917,382.8128748593623,8,5,1,72.34,0.63,7.0800643742968115,41.92834967118445,0
7170,33,Male,UK,Tablet,37.16,10.35,6,33.42424006214014,423.47106440231124,6,12,1,40.86,0.51,6.622355322011556,27.29614730453175,1
7171,40,Female,Australia,Mobile,38.81,15.54,4,23.462716256985246,183.46416070355326,6,1,4,57.41,0.54,7.579320803517766,27.817158755580476,1
7172,24,Female,USA,Mobile,45.46,11.18,3,18.91848924429074,176.97055777199677,9,12,3,60.44,0.42,6.6388527888599835,22.62151480656648,1
7173,21,Male,USA,Tablet,68.46,20.25,10,54.1060198974089,337.7491348639104,6,0,2,108.23,0.62,9.363745674319553,62.99747041822454,0
7174,44,Male,Germany,Laptop,29.76,12.05,3,44.74310844442404,472.431144148507,8,6,7,90.09,0.92,8.977155720742536,42.13227426739983,0
7175,42,Female,UK,Tablet,40.5,13.31,3,49.11892034089568,107.8294225539766,6,4,3,84.96,0.67,6.332147112769883,42.85901380965871,0
7176,49,Male,UK,Mobile,36.78,10.35,4,48.355368403360075,417.7069949109091,6,3,7,82.85,0.77,7.793534974554546,49.46375013199201,0
7177,47,Female,Australia,Tablet,56.15,12.29,6,54.34711489007033,122.49655728959092,1,14,3,78.88,0.84,5.099482786447954,38.84735098802886,0
7178,25,Female,UK,Laptop,47.58,12.5,7,44.28782296035995,262.03194725717,2,10,4,78.22,0.85,6.26015973628585,39.40150578356118,0
7179,30,Female,Germany,Laptop,43.48,8.58,5,64.02437074130226,305.1091469162081,5,7,1,79.88,1.0,5.299545734581041,42.977560498569055,0
7180,30,Female,USA,Tablet,55.0,6.43,7,37.66420221227739,168.43036551566195,0,5,5,82.68,0.57,3.7711518275783096,49.064720762968214,1
7181,34,Male,India,Tablet,27.32,9.64,3,50.3274218114593,185.70653881081716,2,6,4,86.03,0.61,5.0205326940540855,50.825916490437386,0
7182,34,Male,USA,Laptop,42.44,10.61,13,32.454255151055534,60.86908454147613,5,9,2,70.8,0.82,4.887345422707381,34.91645561192119,0
7183,22,Male,India,Tablet,48.19,11.25,8,47.952908705932636,150.78592728873343,1,7,3,76.24,0.55,4.928929636443668,38.36783022776995,1
7184,23,Female,India,Mobile,18.88,13.42,13,37.95092441916263,214.16543005699805,5,2,7,82.06,0.58,7.49682715028499,50.32773941180757,1
7185,36,Male,Germany,Mobile,61.79,5.65,1,37.459894085988154,321.4575869720786,7,1,4,62.04,0.93,5.5022879348603935,27.85439697924384,0
7186,30,Female,Australia,Tablet,55.29,11.21,9,40.614022074688,230.82345738842747,8,12,4,48.39,0.5,6.917117286942138,24.56391255357207,1
7187,42,Female,UK,Mobile,46.99,9.48,4,54.66996908838748,364.3940601593866,7,14,3,50.97,0.72,6.665970300796934,28.6980088043638,0
7188,45,Female,Australia,Mobile,39.51,13.57,4,39.29701908542346,566.7564080934951,0,12,7,54.43,0.94,8.304782040467476,36.282243001806705,0
7189,43,Male,Germany,Mobile,76.84,-1.5,2,50.07016542374164,65.30706866920991,8,7,4,100.6,0.69,2.27653534334605,50.29327147761277,0
7190,31,Male,Australia,Tablet,64.71,10.75,13,39.75465258322023,244.9128244742385,1,3,3,87.81,0.99,5.2495641223711935,37.75020147793275,0
7191,48,Female,Australia,Mobile,28.48,5.69,12,52.1627026292405,219.23677854420887,4,3,1,78.6,0.49,3.8031838927210444,37.81521367096647,1
7192,39,Male,India,Mobile,34.43,6.11,6,38.74394360348992,257.3942259217503,3,3,7,64.69,0.41,5.119971129608752,43.640341782886736,1
7193,21,Female,USA,Laptop,17.97,2.8,14,69.89420126301002,286.4359584664387,0,9,1,44.73,0.5,2.4721797923321938,24.73826594257854,1
7194,45,Male,India,Mobile,42.53,3.53,13,33.94977235101034,176.69072125452902,1,13,2,49.64,0.8,2.542453606272645,22.703062516661852,0
7195,24,Male,Germany,Mobile,35.48,7.94,5,42.02030475689938,214.46700009261372,9,10,3,51.93,0.74,5.8543350004630685,29.370554048613123,0
7196,25,Male,Australia,Tablet,55.68,14.04,8,56.80406719216198,222.66620927477146,1,0,3,80.55,0.6,6.125331046373857,44.341010390125646,0
7197,42,Female,Australia,Mobile,62.21,10.55,1,45.929724663917916,295.8282774711401,8,14,6,56.19,0.78,7.4441413873557005,27.295503580336984,0
7198,30,Male,USA,Tablet,35.08,7.49,2,47.06849845962026,326.1628462329958,5,14,3,42.41,0.56,5.477814231164979,22.381751475142224,1
7199,49,Male,UK,Laptop,51.65,7.82,10,61.984390209883344,353.22892813273023,9,6,3,52.35,1.0,6.512144640663651,30.907010611464926,0
7200,44,Female,Germany,Mobile,40.89,13.18,2,35.92488488999897,219.8257259540516,3,6,3,63.58,0.42,6.2531286297702575,38.40254935020816,1
7201,23,Male,Australia,Laptop,70.07,10.2,4,55.03210005193122,513.1186076030456,3,2,7,56.81,0.91,7.625593038015227,31.421651210223207,0
7202,48,Female,Australia,Laptop,44.14,12.92,9,14.32271317352776,290.5315700789609,5,6,2,88.34,0.83,6.7286578503948045,54.10411227987555,0
7203,23,Male,Canada,Mobile,60.05,4.95,13,41.56193336852133,165.56188830223246,3,1,1,58.15,0.47,3.1128094415111627,31.144303887885318,1
